;Region;Country Code;Country;Year;Sex;32 - Contraceptive prevalence among women who are married or in a union  aged 15-49;35b - Antenatal care coverage  at least four visi;4 - Proportion of employed who are own-account workers  by sex;9 - Informal employment as a percentage of total non-agricultural employment  by sex;8b - Percentage distribution of employed population in industrial sector  by sex;31c - Educational attainment (upper secondary) of the population aged 25 and older  by sex;30 - Effective transition rate from primary to secondary education (general programmes)  by sex;20 - Youth literacy rate of persons (15-24 years)  by sex;24b - Gender parity index of the gross enrolment ratio in secondary education;10 - Youth unemployment rate for persons aged 15-24  by sex;36 - Proportion of births attended by skilled health professional;29 - Gross graduation ratio from lower secondary education  by sex;31d - Educational attainment (post-secondary) of the population aged 25 and older  by sex;26 - Proportion of females among tertiary education teachers or professor;3a - Labour force participation rate for persons aged 15-24  by sex;25 - Share of female science  engineering  manufacturing and construction graduates at tertiary level;27 - Adjusted net intake rate to the first grade of primary education  by sex;24a - Gender parity index of the gross enrolment ratio in primary education;8c - Percentage distribution of employed population in service sector  by sex;33 - Under-five mortality rate  by sex;23 - Gross enrolment ratio in tertiary education  by sex;6 - Proportion of employed who are employers  by sex;21 - Adjusted net enrolment rate in primary education by sex;28 - Primary education completion rate (proxy)  by sex;43 - Women’s share of government ministerial position;3b - Labour force participation rate for persons aged 15+  by sex;35a - Antenatal care coverage  at least one visi;31b - Educational attainment (lower secondary) of the population aged 25 and older  by sex;40 - Access to anti-retroviral drug  by sex;22 - Gross enrolment ratio in secondary education  by sex;39 - Women’s share of population aged 15-49 living with HIV_AIDS;14 - Proportion of employed working part-time  by sex;24c - Gender parity index of the gross enrolment ratio in tertiary education;44 - Proportion of seats held by women in national parliamen;50 - Prevalence of female genital mutilation_cutting (for relevant countries only);52 - Adolescent birth rate;8a - Percentage distribution of employed population in agricultural sector  by sex;51 - Percentage of women aged 20-24 years old who were married or in a union before age 18;34 - Maternal mortality ratio;45 - Women’s share of managerial position;18 - Proportion of individuals using mobile_cellular telephones  by sex;49 - Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15;37 - Smoking prevalence among persons aged 15 and over  by sex;31e - Educational attainment (tertiary) of the population aged 25 and older  by sex;5 - Proportion of employed who are contributing family workers  by sex;1 - Average number of hours spent on unpaid domestic and care work  by sex;48 - Proportion of ever-partnered women (aged 15-49) subjected to physical and_or sexual violence by a current or former intimate partner  in the last 12 month;46 - Share of female police officer;38 - Proportion of adults who are obese  by sex;31a - Educational attainment (primary) of the population aged 25 and older  by sex;2 - Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex;41 - Life expectancy at age 60  by sex;17 - Proportion of individuals using the Internet  by sex;47 - Share of female judge
2603;Developed regions;442;Luxembourg;1998;Male;;;3,76;;30,36;;;;;5,82;;;;;37,23;;;;65,54;;;6,98;;;;64,56;;;;88,46;;6,14;;;;;3,65;;;;;;;;0,07;;;;;;;;;
2604;Developed regions;442;Luxembourg;1998;Both sexes;;;3,46;;21,52;;;;;6,41;;;;;35,32;;;;75,17;;8,99;5,35;;;;51,35;;;;90,64;;15,97;;;;;2,91;;;;;;;;0,56;;;;;;;;;
2605;Developed regions;442;Luxembourg;2001;Female;;;2,39;;6,65;;;;;5,44;;;;;32,06;;96,17;;91,91;;11,01;;97,03;;;42,38;;;;100,43;-;34,7;;16,7;;12,5;1,04;;13,0;11,1;;;;;1,14;;;;;;;;;
2606;Developed regions;442;Luxembourg;2001;Male;;;2,16;;31,16;;;;;7,11;;;;;36,83;;92,92;;66,76;;9,44;5,87;96,46;;;65,69;;;;94,19;;5,81;;;;;1,85;;;;;;;;0,17;;;;;;;;;
2607;Developed regions;442;Luxembourg;2001;Both sexes;;;2,25;;21,36;;;;;6,34;;;;;34,46;;94,5;;76,81;;10,22;4,46;96,74;;;53,81;;;;97,23;;17,36;;;;;1,52;;;;;;;;0,56;;;;;;;;;
2608;Developed regions;442;Luxembourg;2004;Female;;;4,29;;6,53;;;;;22,48;;;;;26,4;;93,52;;91,75;;;1,7;96,85;;;45,41;;;;97,82;-;41,66;;16,7;;11,0;1,48;;12,0;12,17;;;;;0,77;;;;;;;;57,64;
2609;Developed regions;442;Luxembourg;2004;Male;;;5,56;;27,36;;;;;12,09;;;;;29,57;;89,99;;70,08;;;3,59;96,19;;;64,91;;;;93,19;;13,57;;;;;2,29;;;;;;;;0,02;;;;;;;;74,74;
2610;Developed regions;442;Luxembourg;2004;Both sexes;;;5,04;;18,8;;;;;16,91;;;;;28,01;;91,71;;78,98;;;2,81;96,51;;;55,0;;;;95,46;;25,1;;;;;1,96;;;;;;;;0,33;;;;;;;;65,88;
2611;Developed regions;442;Luxembourg;2006;Female;;;4,6;;5,25;;;;;15,15;;;;;25,01;;95,06;;93,51;;11,0;1,44;98,82;;;49,39;;;;97,7;-;43,17;;23,3;;10,3;1,2;;12,0;21,16;91,04;;30,0;;0,42;;;0,09;;;;;63,46;
2612;Developed regions;442;Luxembourg;2006;Male;;;5,31;;25,35;;;;;17,01;;;;;30,63;;92,03;;72,2;;9,7;3,57;97,72;;;60,37;;;;94,18;;16,3;;;;;2,3;;;;94,84;;39,0;;0,03;;;;;;;;81,54;
2613;Developed regions;442;Luxembourg;2006;Both sexes;;;5,0;;16,68;;;;;16,18;;;;;27,82;;93,5;;81,4;;10,33;2,65;98,25;;;55,01;;;;95,91;;27,9;;;;;1,83;;;;92,94;;;;0,2;;;;;;;;72,51;
2614;Developed regions;442;Luxembourg;1995;Female;;;3,16;;7,91;;;;;7,81;;;;;39,96;;;;88,2;;;3,89;;;;35,87;;;;83,27;-;33,11;;20,0;;10,6;3,45;;13,0;11,04;;;;;3,35;;;;;;;23,32;;
2615;Developed regions;442;Luxembourg;1995;Male;;;3,94;;34,58;;;;;6,74;;;;;42,42;;;;60,7;;;7,68;;;;66,38;;;;82,49;;5,91;;;;;4,07;;;;;;;;0,18;;;;;;;18,41;;
2616;Developed regions;442;Luxembourg;1995;Both sexes;;;3,67;;25,11;;;;;7,25;;;;;41,21;;;;70,46;;7,38;6,33;;;;50,8;;;;82,87;;15,57;;;;;3,85;;;;;;;;1,31;;;;;;;21,09;;
2617;Developed regions;442;Luxembourg;2011;Male;;;5,68;;19,7;;;;;13,34;;;;;26,34;;89,34;;75,39;;;3,54;93,64;82,18;;65,05;;;;99,51;;16,87;;;;;1,5;;;;;;;;0,33;;;;;;;;93,59;
2618;Developed regions;442;Luxembourg;2011;Both sexes;;;5,46;;12,95;;;;;16,79;;;;;24,87;;90,7;;82,79;;;2,66;94,62;84,37;;57,59;;;;101,02;;28,32;;;;;1,19;;;;;;;;0,44;;;;;;;;90,03;
2619;Developed regions;442;Luxembourg;1997;Female;;;3,13;;6,63;;;;;9,19;;;;;35,31;;;;92,14;;;3,43;;;;38,14;;;;92,99;-;30,71;;20,0;;;1,24;;13,0;12,45;;;;;1,49;;;;;;;;;
2620;Developed regions;442;Luxembourg;1997;Male;;;2,84;;33,25;;;;;5,6;;;;;39,42;;;;63,51;;;6,9;;;;64,67;;;;87,32;;5,75;;;;;3,0;;;;;;;;0,19;;;;;;;;;
2621;Developed regions;442;Luxembourg;1997;Both sexes;;;2,95;;23,29;;;;;7,27;;;;;37,39;;;;74,22;;8,51;5,6;;;;51,19;;;;90,09;;15,09;;;;;2,34;;;;;;;;0,68;;;;;;;;;
2622;Developed regions;442;Luxembourg;2002;Female;;;1,62;;6,58;;;;;8,98;;;;;31,18;;94,34;;92,28;;;2,49;97,15;;;43,51;;;;99,31;-;31,57;;16,7;;12,4;1,01;;12,0;14,97;;;;;1,33;;;;;;;;34,61;
2623;Developed regions;442;Luxembourg;2002;Male;;;2,64;;29,08;;;;;5,34;;;;;38,17;;91,66;;68,18;;;6,88;96,85;;;66,46;;;;93,33;;5,92;;;;;2,61;;;;;;;;0,04;;;;;;;;45,33;
2624;Developed regions;442;Luxembourg;2002;Both sexes;;;2,23;;20,06;;;;;6,96;;;;;34,7;;92,97;;77,83;;11,85;5,12;97,0;;;54,76;;;;96,25;;16,2;;;;;1,97;;;;;;;;0,56;;;;;;;;39,84;
2625;Developed regions;442;Luxembourg;2012;Female;;;5,56;;3,87;72,6;;;;18,63;;;;48,73;24,66;41,05;92,57;;93,2;2,0;20,66;1,84;96,05;86,57;26,7;51,89;;;;102,0;-;39,69;;25,0;;;0,88;;11,0;16,97;;;;32,84;0,66;;;0,11;;;;;88,55;
2626;Developed regions;442;Luxembourg;2012;Male;;;4,98;;19,12;79,92;;;;18,87;;;;;28,84;;91,92;;76,98;2,4;18,2;4,22;95,21;84,95;;65,7;;;;98,54;;16,44;;;;;1,63;;;;;;;40,71;0,31;;;;;;;;95,28;
2627;Developed regions;442;Luxembourg;2012;Both sexes;;;5,24;;12,4;76,25;;;;18,76;;;;;26,77;;92,24;;84,13;;19,41;3,17;95,62;85,74;;58,75;;;;100,23;;26,69;;;;;1,3;;;;;;;36,76;0,47;;;;;;;;91,95;
2628;Developed regions;442;Luxembourg;2013;Female;;;5,55;;4,2;;;;;10,92;;105,5;;;21,8;31,37;95,31;;92,32;1,9;;1,81;96,12;85,09;;52,49;;;;103,77;;39,54;;28,3;;;0,89;;10,0;14,62;;;;;0,64;;;0,11;;;;;91,8;
2629;Developed regions;442;Luxembourg;2013;Male;;;5,91;;17,63;;;;;18,74;;104,35;;;29,83;;90,46;;77,42;2,2;;3,35;94,36;79,04;;66,33;;;;101,13;;18,06;;;;;2,05;;;;;;;;0,22;;;;;;;;95,7;
2630;Developed regions;442;Luxembourg;2013;Both sexes;;;5,75;;11,71;;;;;15,52;;104,91;;;25,9;;92,81;;83,98;;;2,67;95,21;81,97;;59,39;;;;102,42;;27,52;;;;;1,54;;;;;;;;0,4;;;;;;;;93,78;
2631;Developed regions;442;Luxembourg;2014;Female;;;5,55;;4,18;;;;;18,09;;107,49;;;22,96;;95,99;;92,96;;;1,21;96,2;81,25;26,67;53,44;;;;103,48;;38,52;;;;;0,83;;10,0;17,9;;8,0;;;0,55;3,47;3,0;0,11;;;6,42;;;
2632;Developed regions;442;Luxembourg;2014;Male;;;6,06;;16,04;;;;;26,07;;107,25;;;29,59;;91,56;;79,85;;;3,42;95,77;77,53;;66,75;;;;101,11;;17,38;;;;;1,85;;;;;;;;0,42;1,7;;;;;5,88;;;
2633;Developed regions;442;Luxembourg;2014;Both sexes;;;5,83;;10,75;;;;;22,64;;107,37;;;26,32;;93,72;;85,7;;;2,43;95,98;79,33;;60,08;;;;102,26;;26,82;;;;;1,4;;;;;;;;0,48;;;;;;;;;
2634;Developed regions;442;Luxembourg;2015;Female;;;5,34;;4,07;;;;;15,66;;;;;34,13;;;;87,03;1,7;;2,31;;;;54,56;;;;;;37,36;;;;;0,69;;10,0;13,99;;;;;1,03;;;;;;;;;
2635;Developed regions;442;Luxembourg;2015;Male;;;5,37;;17,49;;;;;18,88;;;;;36,21;;;;72,18;2,0;;4,63;;;;65,4;;;;;;16,31;;;;;1,17;;;;;;;;0,63;;;;;;;;;
2636;Developed regions;442;Luxembourg;2015;Both sexes;;;5,36;;11,43;;;;;17,35;;;;;35,18;;;;78,89;;;3,58;;;;59,98;;;;;;25,82;;;;;0,95;;;;;;;;0,81;;;;;;;;;
2637;Developed regions;442;Luxembourg;2016;Female;;;5,01;;;;;;;;;;;;30,91;;;;;;;2,55;;;;53,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2638;Developed regions;442;Luxembourg;2016;Male;;;5,52;;;;;;;;;;;;30,31;;;;;;;5,01;;;;64,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2639;Developed regions;442;Luxembourg;2016;Both sexes;;;5,3;;;;;;;;;;;;30,6;;;;76,79;;;3,9;;;;58,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2640;Developed regions;470;Malta;2003;Female;;;6,05;;18,61;;93,69;;;19,41;99,5;;;23,76;57,07;26,37;65,7;;80,79;;35,62;2,02;92,0;103,68;;30,78;;;;93,21;-;28,71;;9,2;;14,2;0,6;;14,0;16,91;;;;;0,44;;;;;;;;;
2641;Developed regions;470;Malta;2003;Male;;;10,72;;34,79;;88,33;;;15,6;;;;;62,85;;69,7;;61,93;;25,56;5,53;93,0;103,78;;70,63;;;;93,68;;10,06;;;;;3,27;;;;;;;;0,12;;;;;;;;;
2642;Developed regions;470;Malta;2003;Both sexes;;;9,3;;29,88;;90,9;;;17,37;;;;;60,04;;67,8;;67,66;;30,46;4,47;92,0;103,73;;50,32;;;;93,45;;15,72;;;;;2,46;;;;;;;;0,21;;;;;;;;;
2643;Developed regions;470;Malta;2008;Female;;;4,94;;10,98;;;;;9,98;99,9;;;29,86;49,99;28,41;64,6;;88,63;;38,22;1,32;92,0;95,96;15,384615384615;33,45;;;;98,42;-;28,07;;9,2;;18,5;0,4;;11,0;15,87;84,33;;;;0,02;;;0,17;26,8;;;;47,11;0,21
2644;Developed regions;470;Malta;2008;Male;;;11,47;;32,86;;;;;13,1;;;;;55,27;;68,3;;64,65;;26,4;6,03;91,0;100,2;;66,86;;;;101,75;;7,79;;;;;2,48;;;;87,47;;;;0,0;;;;26,1;;;;52,99;
2645;Developed regions;470;Malta;2008;Both sexes;;;9,29;;25,56;;;;;11,66;;;;;52,7;;66,5;;72,65;;32,16;4,46;92,0;98,13;;50,05;;;;100,14;;14,56;;;;;1,79;;;;85,92;;;;0,01;;;;;;;;50,08;
2646;Developed regions;470;Malta;2000;Female;;;3,75;;24,63;;99,45;;;10,42;;;;22,5;58,89;20,59;68,6;;74,57;7,1;23,38;1,7;94,0;109,94;;29,71;;;;88,71;-;15,72;;9,2;;;0,8;;15,0;;;;;;0,0;;;;;;;22,49;;
2647;Developed regions;470;Malta;2000;Male;;;10,05;;36,24;;97,51;;;13,13;;;;;59,9;;68,9;;61,03;8,4;19,43;4,79;93,0;106,17;;70,4;;;;90,73;;6,99;;;;;2,58;;;;;;;;0,06;;;;;;;20,16;;
2648;Developed regions;470;Malta;2000;Both sexes;;;8,13;;32,71;;98,47;;;11,84;;;;;59,42;;68,8;;65,14;;21,35;3,85;94,0;108,0;;49,68;;;;89,75;;9,64;;;;;2,04;;;;;;;;0,04;;;;;;;21,45;;
2649;Developed regions;470;Malta;2005;Female;;;4,46;;16,87;;98,11;99,11;;16,02;99,7;;;26,67;51,33;30,1;68,8;;82,54;;37,28;1,64;89,0;95,41;15,384615384615;30,28;;;;100,32;-;28,46;;9,2;;15,1;0,59;;13,0;19,82;;;;;0,05;;;0,15;;;;23,2;37,09;0,12
2650;Developed regions;470;Malta;2005;Male;;;11,43;;35,61;;90,1;97,46;;16,21;;;;;55,79;;69,7;;61,63;;27,53;5,78;91,0;96,37;;68,29;;;;104,53;;11,21;;;;;2,76;;;;;;;;0,0;;;;;;;20,82;45,47;
2651;Developed regions;470;Malta;2005;Both sexes;;;9,29;;29,85;;93,9;98,27;;16,12;;;;;53,61;;69,3;;68,06;;32,28;4,51;90,0;95,9;;49,07;;;;102,48;;16,51;;;;;2,1;;;;;;;;0,02;;;;;;;22,13;41,24;
2652;Developed regions;470;Malta;2007;Female;;;5,51;;13,34;;99,57;;;11,82;99,8;;;29,23;50,46;37,77;66,6;;86,27;;39,41;1,57;92,0;94,55;;32,34;;;;97,91;-;29,44;;9,2;;16,2;0,39;;12,0;18,35;84,83;;;;0,07;;;0,16;;;;;43,13;0,22
2653;Developed regions;470;Malta;2007;Male;;;11,1;;32,48;;100,0;;;14,98;;;;;57,52;;65,8;;65,01;;27,73;6,54;91,0;95,98;;67,67;;;;102,37;;8,39;;;;;2,5;;;;88,08;;;;0,0;;;;;;;;50,58;
2654;Developed regions;470;Malta;2007;Both sexes;;;9,3;;26,32;;99,79;;;13,54;;;;;54,07;;66,2;;71,86;;33,42;4,94;91,0;95,28;;49,85;;;;100,2;;15,18;;;;;1,82;;;;86,47;;;;0,02;;;;;;;;46,9;
2655;Developed regions;470;Malta;2009;Female;;;5,15;;12,0;;;;;12,53;99,8;;;30,68;48,3;30,61;70,7;;87,55;;40,76;1,49;89,0;90,98;;33,99;;;;97,91158;-;25,74;;8,7;;20,0;0,45;;11,0;21,93;;;21,0;;0,05;;;0,17;;;;;56,67;0,29
2656;Developed regions;470;Malta;2009;Male;;;11,67;;31,66;;;;;16,19;;;;;54,62;;65,0;;66,37;;29,86;5,8;88,0;93,45;;66,64;;;;111,36165;;8,47;;;;;1,98;;;;;;30,0;;0,03;;;;;;;;61,02;
2657;Developed regions;470;Malta;2009;Both sexes;;;9,47;;25,02;;;;;14,53;;;;;51,56;;67,8;;73,52;;35,18;4,34;89,0;92,24;;50,23;;;;104,81246999999999;;14,3;;;;;1,46;;;;;;;;0,03;;;;;;;;58,86;
2658;Developed regions;470;Malta;2010;Female;;;4,76;;13,23;;98,08;;;11,83;99,8;;;29,83;48,1;32,25;72,4;;86,5;6,2;42,75;1,35;94,0;97,32;25,0;34,77;;;;97,97;-;28,36;;8,7;;18,6;0,28;;11,0;23,66;;;;;0,09;;;0,17;;;;23,9;58,46;0,28
2659;Developed regions;470;Malta;2010;Male;;;12,58;;31,95;;96,94;;;14,44;;;;;53,62;;72,3;;66,15;7,3;31,62;6,11;93,0;97,34;;66,99;;;;109,69;;9,08;;;;;1,89;;;;;;;;0,0;;;;;;;21,46;67,66;
2660;Developed regions;470;Malta;2010;Both sexes;;;9,89;;25,52;;97,5;;;13,24;;;;;50,94;;72,4;;73,15;;37,05;4,47;94,0;97,33;;50,77;;;;103,99;;15,71;;;;;1,34;;;;;;;;0,03;;;;;;;22,76;63,08;
2661;Developed regions;470;Malta;2001;Female;;;4,24;;22,86;;97,36;;;14,49;99,9;;;22,5;60,48;26,34;69,1;;77,03;;28,31;0,5;93,0;106,86;;29,55;;;;88,32;-;38,56;;9,2;;15,4;0,11;;14,0;;;;;;0,12;;;;;;;;;
2662;Developed regions;470;Malta;2001;Male;;;10,11;;34,33;;100,0;;;20,32;;;;;67,97;;68,9;;62,39;;22,17;4,93;93,0;105,85;;71,98;;;;92,74;;21,56;;;;;3,29;;;;;;;;0,06;;;;;;;;;
2663;Developed regions;470;Malta;2001;Both sexes;;;8,37;;30,93;;98,71;;;17,65;;;;;64,31;;69,0;;66,73;;25,17;3,62;93,0;106,34;;50,33;;;;90,59;;26,61;;;;;2,34;;;;;;;;0,08;;;;;;;;;
2664;Developed regions;470;Malta;2004;Female;;;3,81;;17,3;;100,0;;;17,67;99,9;;;24,27;50,35;30,66;66,9;;81,83;;30,77;1,71;92,0;100,31;;28,58;100,0;;;101,82;-;22,7;;9,2;;14,6;0,87;;13,0;12,9;;;;;0,17;;;0,15;;;;;;0,11
2665;Developed regions;470;Malta;2004;Male;;;12,14;;34,53;;98,6;;;18,81;;;;;60,2;;68,3;;62,63;;23,11;5,57;93,0;100,36;;70,45;;;;107,98;;7,69;;;;;2,84;;;;;;;;0,0;;;;;;;;;
2666;Developed regions;470;Malta;2004;Both sexes;;;9,68;;29,45;;99,28;;;18,3;;;;;55,34;;67,6;;68,3;;26,85;4,43;93,0;100,34;;49,03;;;;104,99;;12,12;;;;;2,26;;;;;;;;0,05;;;;;;;;;
2667;Developed regions;470;Malta;2006;Female;;;4,28;;15,19;;94,98;;;14,37;98,8;;;28,47;49,06;25,93;;;84,49;;35,7;1,51;;97,46;;30,44;;;;97,52;-;27,91;;9,2;;15,7;0,31;;12,0;19,93;80,2;;21,0;;0,03;;;0,15;;;;;38,4;0,18
2668;Developed regions;470;Malta;2006;Male;;;11,69;;34,18;;100,0;;;16,41;;;;;56,83;;;;63,02;;25,63;5,73;;99,15;;68,14;;;;99,65;;9,38;;;;;2,8;;;;81,73;;32,0;;0,02;;;;;;;;42,46;
2669;Developed regions;470;Malta;2006;Both sexes;;;9,41;;28,34;;97,58;;;15,49;;;;;53,03;;;;69,63;;30,54;4,43;;98,33;;49,11;;;;98,61;;15,09;;;;;2,03;;;;80,96;;;;0,02;;;;;;;;40,41;
2670;Developed regions;470;Malta;2011;Female;;;4,1;;12,74;23,4;100,0;99,39;;12,86;99,8;;15,9;31,53;47,96;30,73;98,92;;87,05;;46,08;1,9;99,0;102,54;;36,06;;64,7;;93,49;-;31,88;;8,7;;16,6;0,21;;11,0;24,81;;;;12,1;;;;0,17;;97,6;;;66,46;0,3
2671;Developed regions;470;Malta;2011;Male;;;11,96;;30,88;31,5;98,79;98,4;;13,73;;;24,1;;55,67;;99,0;;67,43;;33,78;5,56;97,46;96,88;;67,07;;75,0;;93,24;;13,01;;;;;1,68;;;;;;;14,9;;;;;;98,5;;;69,58;
2672;Developed regions;470;Malta;2011;Both sexes;;;9,2;;24,52;27,4;99,4;98,88;;13,34;;;19,9;;51,91;;98,96;;74,31;;39,78;4,28;98,21;99,65;;51,44;;69,7;;93,36;;19,63;;;;;1,17;;;;;;;13,5;;;;;;98,1;;;68,02;
2673;Developed regions;470;Malta;2002;Female;;;3,57;;22,11;;99,93;;;14,01;99,5;;;22,67;58,09;25,64;68,9;;77,82;;28,81;1,37;92,0;106,46;;30,96;;;;90,41;-;24,97;;9,2;;15,0;0,07;;14,0;18,19;;;;;0,15;4,5;;;;;6,37;;;
2674;Developed regions;470;Malta;2002;Male;;;13,32;;35,75;;99,43;;;16,5;;;;;62,55;;68,6;;60,89;;20,71;5,4;93,0;106,1;;70,7;;;;91,93;;7,47;;;;;3,36;;;;;;;;0,0;1,68;;;;;5,68;;;
2675;Developed regions;470;Malta;2002;Both sexes;;;10,3;;31,53;;99,67;;;15,31;;;;;60,34;;68,7;;66,13;;24,66;4,15;92,0;106,28;;50,37;;;;91,19;;12,89;;;;;2,34;;;;;;;;0,04;;;;;;;;;
2676;Developed regions;470;Malta;2012;Female;;;4,52;;10,73;28,28;97,83;;;14,71;99,5;;18,57;33,06;47,71;24,92;98,17;;88,92;6,2;49,28;1,69;98,1;91,05;22,2;38,03;;68,55;;95,12;-;31,6;;8,7;;;0,35;;11,0;26,63;;;;13,53;0,06;;;0,18;;97,84;;;65,91;0,33
2677;Developed regions;470;Malta;2012;Male;;;11,75;;28,86;36,75;100,0;;;13,52;;;26,46;;53,99;;98,95;;69,66;7,3;36,31;5,89;97,93;95,12;;66,26;;78,21;;92,66;;12,26;;;;;1,47;;;;;;;14,47;0,0;;;;;98,6;;;70,49;
2678;Developed regions;470;Malta;2012;Both sexes;;;9,11;;22,26;32,44;98,96;;;14,07;;;22,44;;50,93;;98,57;;76,67;;42,61;4,36;98,01;93,13;;52,04;;73,29;;93,85;;19,3;;;;;1,06;;;;;;;13,99;0,02;;;;;98,21;;;68,2;
2679;Developed regions;470;Malta;2013;Female;;;4,76;;11,64;;;;;10,4;99,9;;;32,41;49,51;;98,78;;87,9;5,6;50,8;1,4;99,69;94,35;;39,82;;;;95,56;;31,69;;12,9;;;0,47;;9,0;28,58;;;;;;;;0,18;;;;;66,86;0,36
2680;Developed regions;470;Malta;2013;Male;;;12,18;;28,0;;;;;15,15;;;;;55,92;;98,82;;70,17;6,6;38,05;6,32;99,13;98,46;;66,63;;;;92,23;;12,27;;;;;1,83;;;;;;;;;;;;;;;;70,94;
2681;Developed regions;470;Malta;2013;Both sexes;;;9,38;;21,83;;97,8;;;12,99;;;;;52,81;;98,8;;76,85;;44,21;4,47;99,4;96,45;;53,15;;;;93,84;;19,59;;;;;1,32;;;;;;;;;;;;;;;;68,91;
2682;Developed regions;470;Malta;2014;Female;;;5,26;;10,27;;93,67;;;9,62;;145,67;;33,61;51,78;;98,3;;89,29;;50,88;1,58;99,7;104,35;7,14;41,21;;;;96,47;;33,43;;;;;0,44;;9,0;26,0;;5,0;;;;;4,0;0,18;;;;;;0,39
2683;Developed regions;470;Malta;2014;Male;;;11,98;;27,6;;100,0;;;13,69;;143,37;;;52,93;;95,18;;70,5;;38,92;6,17;98,0;98,22;;66,89;;;;92,18;;12,38;;;;;1,9;;;;;;;;;;;;;;;;;
2684;Developed regions;470;Malta;2014;Both sexes;;;9,4;;20,94;;96,79;;;11,74;;144,48;;;52,37;;96,67;;77,73;;44,69;4,41;98,83;101,23;;54,02;;;;94,26;;20,47;;;;;1,34;;;;;;;;;;;;;;;;;
2685;Developed regions;470;Malta;2015;Female;;;5,12;;8,89;;;99,5;;9,4;;134,76;;;49,8;;98,72;;90,72;5,9;55,17;1,9;99,76;99,9;;42,05;;;;98,1;;33,58;;;;;0,39;;9,0;26,18;;;;;0,02;;;;;;;;;
2686;Developed regions;470;Malta;2015;Male;;;12,19;;26,7;;;98,84;;13,86;;125,41;;;53,32;;92,03;;70,91;6,9;40,26;6,07;97,3;98,7;;66,93;;;;91,7;;12,59;;;;;2,39;;;;;;;;0,01;;;;;;;;;
2687;Developed regions;470;Malta;2015;Both sexes;;;9,45;;19,8;;;99,19;;11,77;;129,97;;;51,61;;95,2;;78,58;;47,42;4,46;98,49;99,29;;54,48;;;;94,8;;20,72;;;;;1,62;;;;;;;;0,01;;;;;;;;;
2688;Developed regions;470;Malta;2016;Female;;;4,48;;10,37;;;;;;;;;;48,71;;;;89,12;;;1,58;;;;42,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2689;Developed regions;470;Malta;2016;Male;;;11,72;;27,29;;;;;;;;;;54,25;;;;70,47;;;6,58;;;;67,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2690;Developed regions;470;Malta;2016;Both sexes;;;8,92;;20,51;;;;;;;;;;51,55;;;;77,88;;;4,64;;;;55,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2691;Developed regions;498;Republic of Moldova;1999;Female;;;25,26;;;;;;;;98,0;;;49,87;;;;;;;36,88;0,19;;;;;;;;82,09;29;;;;;36,5;;;52,0;;;;;;7,97;;;;;;;;;
2692;Developed regions;498;Republic of Moldova;1999;Male;;;24,92;;;;;;;;;;;;;;;;;;28,59;0,93;;;;;;;;83,73;;;;;;;;;;;;;;;5,29;;;;;;;;;
2693;Developed regions;498;Republic of Moldova;1999;Both sexes;;;25,09;;13,65;;99,85;;;;;;;;;;;;37,47;;32,69;0,56;;94,36;;46,1;;;;82,91;;;;;;;48,92;;;;;;;;6,64;;;;;;;;;
2694;Developed regions;498;Republic of Moldova;2003;Female;;;31,14;;11,94;;99,37;;;17,11;99,4;;;53,77;22,4;;90,33;;46,35;;37,97;0,37;96,23;95,17;;39,5;;;;86,6;30;32,6;;12,9;;27,7;41,71;;41,0;;;;;;3,39;;;;;;;;;
2695;Developed regions;498;Republic of Moldova;2003;Male;;;34,93;;20,37;;97,53;;;18,97;;;;;26,9;;88,35;;35,26;;28,73;0,77;97,03;95,58;;42,3;;;;83,59;;25,0;;;;;44,34;;;;;;;;1,32;;;;;;;;;
2696;Developed regions;498;Republic of Moldova;2003;Both sexes;;;32,99;;16,05;;98,43;;;18,13;;;;;24,7;;89,32;;40,94;;33,3;0,57;96,64;95,38;;40,8;;;;85,07;;28,9;;;;;42,99;;;;;;;;2,39;;;;;;;;;
2697;Developed regions;498;Republic of Moldova;2008;Female;;;24,92;;13,56;;97,65;;;12,44;99,5;88,1;;56,32;18,41;;87,28;;58,06;;47,42;0,59;89,96;90,48;10,526315789474;41,55;;;;89,55;32;25,1;;21,8;;24,5;28,39;;35,0;;;;;;3,47;;;;28,8;;;;;0,36
2698;Developed regions;498;Republic of Moldova;2008;Male;;;32,43;;25,75;;98,63;;;10,14;;87,54;;;23,16;;88,52;;40,57;;32,8;1,32;90,95;92,24;;47,34;;;;86,97;;17,1;;;;;33,7;;;;;;;;1,3;;;;10,0;;;;;
2699;Developed regions;498;Republic of Moldova;2008;Both sexes;;;28,69;;19,67;;98,15;;;11,22;;87,81;;;20,8;;87,92;;49,26;;40,0;0,96;90,46;91,38;;44,29;;;;88,23;;21,1;;;;;31,06;;;;;;;;2,38;;;;;;;;;
